# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 625600      1.86e-02    4.15e-02      2.07e-04    2.96e-06      1.13e-02    2.55e-02    1.6e-06
 625800      4.37e-02    2.78e-02      8.71e-04    6.89e-04      2.64e-02    1.66e-02    1.6e-06
 626000      3.72e-02    4.80e-02      5.57e-04    3.62e-04      2.27e-02    2.94e-02    1.6e-06
 626200      2.91e-02    2.92e-02      6.60e-06    4.02e-04      1.79e-02    1.78e-02    1.6e-06
 626400      4.00e-02    2.74e-02      8.89e-04    2.34e-04      2.40e-02    1.68e-02    1.6e-06
 626600      4.04e-02    3.85e-02      5.58e-04    3.10e-04      2.46e-02    2.36e-02    1.6e-06
 626800      2.64e-02    3.34e-02      8.34e-04    5.65e-04      1.55e-02    2.02e-02    1.6e-06
 627000      3.43e-02    4.48e-02      2.29e-04    4.60e-04      2.11e-02    2.74e-02    1.6e-06
 627200      2.22e-02    3.88e-02      1.62e-05    1.52e-04      1.37e-02    2.39e-02    1.6e-06
 627400      5.36e-02    3.71e-02      1.08e-04    3.87e-04      3.30e-02    2.27e-02    1.6e-06
 627600      4.00e-02    3.41e-02      2.24e-04    9.07e-05      2.46e-02    2.10e-02    1.6e-06
 627800      2.69e-02    4.31e-02      5.15e-05    2.25e-04      1.66e-02    2.65e-02    1.6e-06
 628000      3.13e-02    4.43e-02      2.22e-04    2.54e-04      1.92e-02    2.72e-02    1.6e-06
 628200      3.91e-02    2.80e-02      8.94e-05    5.81e-04      2.41e-02    1.69e-02    1.6e-06
 628400      4.18e-02    2.83e-02      3.99e-04    2.38e-04      2.56e-02    1.74e-02    1.6e-06
 628600      3.88e-02    3.83e-02      1.13e-03    7.25e-04      2.29e-02    2.32e-02    1.6e-06
 628800      3.77e-02    3.44e-02      2.89e-04    1.98e-05      2.32e-02    2.12e-02    1.6e-06
 629000      1.99e-02    3.84e-02      2.78e-04    7.66e-04      1.21e-02    2.32e-02    1.6e-06
 629200      5.35e-02    4.88e-02      3.25e-04    2.91e-04      3.29e-02    3.00e-02    1.6e-06
 629400      3.56e-02    1.81e-02      2.29e-05    1.87e-04      2.19e-02    1.11e-02    1.6e-06
 629600      3.13e-02    4.42e-02      1.42e-04    5.64e-05      1.92e-02    2.72e-02    1.6e-06
 629800      3.12e-02    3.35e-02      4.19e-04    1.10e-04      1.91e-02    2.06e-02    1.6e-06
 630000      1.66e-02    3.83e-02      5.36e-04    2.50e-04      9.81e-03    2.39e-02    1.6e-06
 630200      4.00e-02    2.27e-02      4.83e-04    1.02e-04      2.49e-02    1.42e-02    1.6e-06
 630400      3.17e-02    3.86e-02      9.27e-04    3.57e-04      1.90e-02    2.40e-02    1.6e-06
 630600      2.98e-02    3.92e-02      1.54e-04    2.18e-04      1.86e-02    2.45e-02    1.6e-06
 630800      3.78e-02    2.50e-02      1.97e-04    7.54e-05      2.36e-02    1.56e-02    1.6e-06
 631000      2.71e-02    3.19e-02      1.86e-05    1.81e-04      1.69e-02    1.99e-02    1.6e-06
 631200      2.95e-02    4.83e-02      6.49e-05    4.24e-04      1.84e-02    3.01e-02    1.6e-06
 631400      3.66e-02    2.49e-02      1.37e-04    1.43e-04      2.29e-02    1.55e-02    1.6e-06
 631600      3.90e-02    3.58e-02      6.13e-04    9.51e-04      2.41e-02    2.16e-02    1.6e-06
 631800      3.01e-02    2.67e-02      1.04e-03    3.33e-04      1.77e-02    1.66e-02    1.6e-06
 632000      2.48e-02    3.91e-02      6.46e-04    2.46e-04      1.50e-02    2.44e-02    1.6e-06
 632200      3.30e-02    2.82e-02      5.65e-04    2.42e-04      2.03e-02    1.75e-02    1.6e-06
 632400      3.90e-02    3.03e-02      3.70e-04    5.98e-04      2.43e-02    1.86e-02    1.6e-06
 632600      3.21e-02    2.38e-02      3.89e-04    5.86e-04      1.99e-02    1.44e-02    1.6e-06
 632800      3.06e-02    3.30e-02      3.64e-04    4.80e-04      1.90e-02    2.04e-02    1.6e-06
 633000      4.32e-02    3.97e-02      2.89e-04    1.41e-05      2.70e-02    2.48e-02    1.6e-06
 633200      2.90e-02    4.52e-02      2.22e-04    7.85e-05      1.81e-02    2.83e-02    1.6e-06
 633400      2.75e-02    4.63e-02      2.74e-04    2.87e-04      1.71e-02    2.89e-02    1.6e-06
 633600      3.35e-02    3.08e-02      1.09e-04    5.18e-04      2.10e-02    1.90e-02    1.6e-06
 633800      3.57e-02    4.50e-02      1.91e-04    2.63e-05      2.23e-02    2.82e-02    1.6e-06
 634000      2.91e-02    3.34e-02      6.37e-04    1.30e-04      1.78e-02    2.09e-02    1.6e-06
 634200      3.29e-02    3.25e-02      2.44e-04    1.97e-05      2.05e-02    2.03e-02    1.6e-06
 634400      2.53e-02    3.85e-02      2.90e-04    3.97e-04      1.57e-02    2.40e-02    1.6e-06
 634600      2.24e-02    2.59e-02      4.45e-04    7.53e-05      1.38e-02    1.62e-02    1.6e-06
 634800      3.12e-02    3.25e-02      5.46e-04    6.65e-04      1.92e-02    1.99e-02    1.6e-06
 635000      5.07e-02    3.52e-02      2.54e-04    1.57e-04      3.22e-02    2.24e-02    1.5e-06
 635200      3.37e-02    2.54e-02      7.08e-04    1.47e-04      2.10e-02    1.61e-02    1.5e-06
 635400      3.18e-02    3.45e-02      1.23e-04    2.50e-04      2.02e-02    2.19e-02    1.5e-06
 635600      5.12e-02    3.31e-02      5.87e-04    1.93e-04      3.23e-02    2.10e-02    1.5e-06
 635800      3.11e-02    2.99e-02      2.21e-04    3.37e-04      1.97e-02    1.88e-02    1.5e-06
 636000      4.46e-02    3.18e-02      1.67e-04    3.41e-04      2.83e-02    2.01e-02    1.5e-06
 636200      2.93e-02    2.70e-02      5.88e-04    8.37e-04      1.82e-02    1.63e-02    1.5e-06
 636400      3.09e-02    3.01e-02      2.71e-04    4.70e-04      1.96e-02    1.89e-02    1.5e-06
 636600      4.13e-02    3.35e-02      1.19e-04    1.22e-04      2.62e-02    2.13e-02    1.5e-06
 636800      3.99e-02    3.40e-02      2.37e-04    5.76e-04      2.53e-02    2.13e-02    1.5e-06
 637000      3.85e-02    3.13e-02      4.78e-04    2.58e-04      2.42e-02    1.98e-02    1.5e-06
 637200      4.46e-02    3.72e-02      7.09e-05    5.38e-04      2.83e-02    2.34e-02    1.5e-06
 637400      2.97e-02    3.49e-02      9.47e-04    9.29e-04      1.79e-02    2.14e-02    1.5e-06
 637600      3.43e-02    3.11e-02      8.98e-04    6.77e-04      2.11e-02    1.93e-02    1.5e-06
 637800      4.38e-02    4.29e-02      8.25e-04    1.08e-03      2.73e-02    2.64e-02    1.5e-06
 638000      3.07e-02    2.92e-02      1.31e-05    1.94e-04      1.95e-02    1.85e-02    1.5e-06
 638200      3.22e-02    4.32e-02      2.28e-04    2.68e-04      2.04e-02    2.74e-02    1.5e-06
 638400      2.67e-02    3.06e-02      9.31e-05    3.18e-04      1.70e-02    1.93e-02    1.5e-06
 638600      1.65e-02    2.27e-02      8.92e-04    2.44e-05      8.82e-03    1.44e-02    1.5e-06
 638800      3.06e-02    4.54e-02      5.44e-05    3.28e-04      1.95e-02    2.87e-02    1.5e-06
 639000      2.05e-02    4.05e-02      4.49e-04    5.92e-04      1.27e-02    2.55e-02    1.5e-06
 639200      3.10e-02    3.55e-02      3.26e-04    1.27e-05      1.96e-02    2.25e-02    1.5e-06
 639400      3.41e-02    4.48e-02      5.05e-04    1.74e-05      2.14e-02    2.85e-02    1.5e-06
 639600      4.17e-02    3.57e-02      7.06e-04    6.76e-04      2.61e-02    2.23e-02    1.5e-06
 639800      3.23e-02    3.42e-02      6.65e-04    1.68e-04      2.01e-02    2.17e-02    1.5e-06
 640000      3.69e-02    4.73e-02      1.89e-04    3.15e-04      2.38e-02    3.04e-02    1.4e-06
 640200      3.16e-02    5.14e-02      3.07e-04    2.06e-05      2.03e-02    3.31e-02    1.4e-06
 640400      3.18e-02    4.37e-02      6.29e-05    3.17e-05      2.05e-02    2.81e-02    1.4e-06
 640600      3.61e-02    2.47e-02      2.49e-04    2.69e-04      2.32e-02    1.58e-02    1.4e-06
 640800      2.86e-02    1.95e-02      3.45e-04    3.43e-05      1.83e-02    1.26e-02    1.4e-06
 641000      3.17e-02    2.40e-02      6.07e-04    4.99e-04      2.01e-02    1.51e-02    1.4e-06
 641200      3.19e-02    2.82e-02      2.81e-05    2.98e-04      2.06e-02    1.81e-02    1.4e-06
 641400      3.25e-02    3.19e-02      8.50e-05    5.07e-05      2.09e-02    2.05e-02    1.4e-06
 641600      4.01e-02    2.27e-02      6.91e-04    6.96e-04      2.55e-02    1.39e-02    1.4e-06
 641800      4.61e-02    2.98e-02      4.84e-04    7.44e-04      2.96e-02    1.86e-02    1.4e-06
 642000      4.68e-02    4.35e-02      5.08e-04    3.75e-04      3.00e-02    2.80e-02    1.4e-06
 642200      3.30e-02    1.53e-02      1.02e-04    7.04e-05      2.12e-02    9.87e-03    1.4e-06
 642400      3.52e-02    2.45e-02      3.01e-04    1.35e-04      2.26e-02    1.57e-02    1.4e-06
 642600      2.74e-02    3.15e-02      4.96e-04    6.36e-04      1.74e-02    1.99e-02    1.4e-06
 642800      3.15e-02    3.40e-02      1.59e-04    7.07e-04      2.03e-02    2.15e-02    1.4e-06
 643000      3.97e-02    1.68e-02      2.57e-04    5.93e-04      2.56e-02    1.02e-02    1.4e-06
 643200      2.53e-02    3.14e-02      1.91e-04    6.40e-04      1.63e-02    1.98e-02    1.4e-06
 643400      4.43e-02    3.30e-02      2.31e-04    1.30e-05      2.85e-02    2.13e-02    1.4e-06
 643600      3.09e-02    2.97e-02      3.18e-04    3.78e-05      1.99e-02    1.91e-02    1.4e-06
 643800      3.50e-02    4.06e-02      2.66e-04    5.71e-05      2.25e-02    2.62e-02    1.4e-06
 644000      3.36e-02    3.58e-02      2.45e-04    7.93e-05      2.16e-02    2.31e-02    1.4e-06
 644200      2.75e-02    3.21e-02      2.47e-04    1.30e-04      1.76e-02    2.07e-02    1.4e-06
 644400      3.01e-02    5.01e-02      9.15e-06    3.91e-04      1.94e-02    3.22e-02    1.4e-06
 644600      3.52e-02    3.49e-02      3.22e-04    2.75e-04      2.26e-02    2.24e-02    1.4e-06
 644800      4.44e-02    3.48e-02      7.43e-05    1.68e-04      2.87e-02    2.24e-02    1.4e-06
 645000      5.39e-02    4.54e-02      3.94e-04    3.49e-04      3.52e-02    2.96e-02    1.3e-06
 645200      2.94e-02    2.58e-02      2.91e-04    2.75e-04      1.91e-02    1.68e-02    1.3e-06
 645400      2.91e-02    2.52e-02      1.61e-04    3.65e-04      1.90e-02    1.64e-02    1.3e-06
 645600      3.03e-02    4.19e-02      5.51e-04    2.77e-04      1.95e-02    2.73e-02    1.3e-06
 645800      2.69e-02    4.22e-02      4.01e-04    1.82e-04      1.74e-02    2.76e-02    1.3e-06
 646000      2.53e-02    2.56e-02      6.37e-05    2.39e-04      1.65e-02    1.67e-02    1.3e-06
 646200      2.46e-02    3.47e-02      1.58e-04    2.09e-04      1.61e-02    2.27e-02    1.3e-06
 646400      4.21e-02    3.61e-02      1.13e-04    7.10e-04      2.76e-02    2.32e-02    1.3e-06
 646600      3.76e-02    2.65e-02      7.18e-04    4.53e-04      2.42e-02    1.71e-02    1.3e-06
 646800      2.61e-02    3.08e-02      5.20e-04    7.65e-04      1.67e-02    1.96e-02    1.3e-06
 647000      2.68e-02    2.63e-02      3.32e-04    1.40e-04      1.74e-02    1.72e-02    1.3e-06
 647200      3.27e-02    3.24e-02      5.17e-04    4.95e-04      2.12e-02    2.09e-02    1.3e-06
 647400      2.83e-02    2.99e-02      2.91e-05    2.12e-04      1.85e-02    1.95e-02    1.3e-06
 647600      4.05e-02    2.67e-02      6.14e-04    3.27e-04      2.62e-02    1.74e-02    1.3e-06
 647800      3.11e-02    2.37e-02      1.80e-04    3.45e-04      2.03e-02    1.53e-02    1.3e-06
 648000      5.25e-02    3.86e-02      9.28e-06    8.44e-04      3.44e-02    2.47e-02    1.3e-06
 648200      3.57e-02    2.52e-02      1.47e-04    2.63e-04      2.33e-02    1.64e-02    1.3e-06
 648400      4.04e-02    3.32e-02      4.04e-04    2.13e-04      2.63e-02    2.17e-02    1.3e-06
 648600      3.40e-02    2.52e-02      2.18e-04    6.81e-04      2.22e-02    1.59e-02    1.3e-06
 648800      3.74e-02    3.23e-02      4.44e-05    1.80e-04      2.45e-02    2.11e-02    1.3e-06
 649000      1.40e-02    3.11e-02      1.23e-04    3.21e-04      9.13e-03    2.03e-02    1.3e-06
 649200      3.99e-02    3.09e-02      3.49e-04    1.30e-04      2.60e-02    2.02e-02    1.3e-06
 649400      3.89e-02    3.73e-02      1.09e-03    5.73e-04      2.45e-02    2.41e-02    1.3e-06
 649600      1.61e-02    3.04e-02      1.80e-04    3.58e-04      1.05e-02    1.98e-02    1.3e-06
 649800      3.10e-02    4.14e-02      8.34e-04    7.06e-04      1.96e-02    2.67e-02    1.3e-06
 650000      3.71e-02    2.38e-02      3.43e-04    6.22e-05      2.45e-02    1.58e-02    1.3e-06
 650200      4.05e-02    2.95e-02      7.15e-04    2.87e-06      2.65e-02    1.96e-02    1.3e-06
 650400      2.71e-02    3.07e-02      3.94e-04    2.36e-04      1.78e-02    2.03e-02    1.3e-06
 650600      3.46e-02    1.65e-02      5.96e-04    3.41e-04      2.26e-02    1.07e-02    1.3e-06
 650800      3.41e-02    3.16e-02      1.05e-04    7.27e-05      2.26e-02    2.10e-02    1.3e-06
 651000      2.54e-02    3.03e-02      1.28e-05    4.28e-04      1.68e-02    1.99e-02    1.3e-06
 651200      3.91e-02    3.99e-02      1.74e-05    5.04e-04      2.60e-02    2.63e-02    1.3e-06
 651400      5.16e-02    2.55e-02      1.69e-05    1.41e-04      3.43e-02    1.69e-02    1.3e-06
 651600      3.72e-02    2.44e-02      7.29e-04    3.84e-04      2.43e-02    1.60e-02    1.3e-06
 651800      2.21e-02    2.79e-02      4.23e-05    5.99e-05      1.47e-02    1.85e-02    1.3e-06
 652000      3.30e-02    3.84e-02      2.75e-04    4.97e-04      2.18e-02    2.53e-02    1.3e-06
 652200      3.28e-02    3.94e-02      1.95e-04    3.72e-04      2.17e-02    2.60e-02    1.3e-06
 652400      3.22e-02    4.09e-02      5.04e-05    6.04e-04      2.14e-02    2.68e-02    1.3e-06
 652600      3.34e-02    2.85e-02      2.68e-04    2.02e-04      2.21e-02    1.89e-02    1.3e-06
 652800      3.85e-02    3.53e-02      7.61e-04    6.74e-04      2.51e-02    2.30e-02    1.3e-06
 653000      3.57e-02    4.98e-02      7.43e-04    2.31e-04      2.32e-02    3.30e-02    1.3e-06
 653200      3.87e-02    3.19e-02      7.86e-04    8.22e-04      2.52e-02    2.05e-02    1.3e-06
 653400      3.91e-02    3.49e-02      3.26e-04    3.02e-04      2.59e-02    2.31e-02    1.3e-06
 653600      2.75e-02    3.17e-02      1.97e-04    5.99e-04      1.82e-02    2.07e-02    1.3e-06
 653800      2.82e-02    3.38e-02      5.13e-04    6.22e-04      1.84e-02    2.21e-02    1.3e-06
 654000      3.15e-02    3.17e-02      1.20e-04    5.83e-04      2.09e-02    2.07e-02    1.3e-06
 654200      3.30e-02    2.84e-02      1.29e-04    5.72e-04      2.19e-02    1.85e-02    1.3e-06
 654400      3.11e-02    4.42e-02      1.52e-04    3.09e-04      2.06e-02    2.93e-02    1.3e-06
 654600      3.29e-02    4.54e-02      1.24e-04    1.58e-04      2.19e-02    3.01e-02    1.3e-06
 654800      2.89e-02    3.04e-02      5.32e-05    3.54e-04      1.92e-02    2.01e-02    1.3e-06
 655000      3.35e-02    1.43e-02      3.00e-04    7.97e-05      2.25e-02    9.60e-03    1.2e-06
 655200      3.60e-02    3.90e-02      2.52e-04    3.13e-04      2.42e-02    2.62e-02    1.2e-06
 655400      2.75e-02    4.30e-02      1.98e-05    3.61e-04      1.85e-02    2.88e-02    1.2e-06
 655600      3.38e-02    4.26e-02      2.49e-04    6.50e-04      2.27e-02    2.84e-02    1.2e-06
 655800      3.21e-02    2.61e-02      2.97e-04    2.92e-04      2.16e-02    1.75e-02    1.2e-06
 656000      3.14e-02    2.49e-02      2.02e-05    3.15e-04      2.12e-02    1.67e-02    1.2e-06
 656200      2.74e-02    3.58e-02      2.90e-04    9.96e-05      1.83e-02    2.41e-02    1.2e-06
 656400      2.21e-02    2.78e-02      9.24e-04    1.48e-04      1.36e-02    1.87e-02    1.2e-06
 656600      3.18e-02    3.04e-02      5.77e-04    8.84e-05      2.11e-02    2.05e-02    1.2e-06
 656800      2.82e-02    1.54e-02      4.09e-04    2.88e-04      1.88e-02    1.02e-02    1.2e-06
 657000      2.41e-02    2.55e-02      8.43e-04    3.13e-04      1.52e-02    1.70e-02    1.2e-06
 657200      3.35e-02    1.54e-02      3.01e-04    1.36e-04      2.25e-02    1.04e-02    1.2e-06
 657400      2.75e-02    3.14e-02      7.36e-05    2.99e-06      1.85e-02    2.11e-02    1.2e-06
 657600      3.21e-02    2.93e-02      1.65e-05    2.07e-05      2.16e-02    1.97e-02    1.2e-06
 657800      3.39e-02    4.20e-02      1.11e-04    7.35e-04      2.29e-02    2.78e-02    1.2e-06
 658000      3.38e-02    2.80e-02      3.08e-04    4.34e-04      2.27e-02    1.87e-02    1.2e-06
 658200      2.87e-02    2.92e-02      5.49e-04    2.15e-04      1.89e-02    1.96e-02    1.2e-06
 658400      2.72e-02    2.88e-02      4.12e-05    1.20e-04      1.83e-02    1.94e-02    1.2e-06
 658600      2.85e-02    2.80e-02      1.73e-04    3.93e-04      1.92e-02    1.87e-02    1.2e-06
 658800      2.79e-02    3.25e-02      1.50e-04    1.30e-04      1.87e-02    2.19e-02    1.2e-06
 659000      4.06e-02    2.72e-02      1.10e-04    3.28e-04      2.73e-02    1.82e-02    1.2e-06
 659200      3.50e-02    2.77e-02      5.13e-04    4.08e-05      2.33e-02    1.86e-02    1.2e-06
 659400      4.23e-02    2.09e-02      8.03e-06    6.22e-05      2.85e-02    1.40e-02    1.2e-06
 659600      4.20e-02    3.39e-02      6.78e-05    2.25e-04      2.83e-02    2.28e-02    1.2e-06
 659800      3.74e-02    3.84e-02      4.04e-05    2.54e-04      2.52e-02    2.58e-02    1.2e-06
 660000      2.38e-02    2.89e-02      8.24e-05    3.98e-05      1.62e-02    1.97e-02    1.1e-06
 660200      5.45e-02    2.62e-02      6.43e-04    4.83e-05      3.70e-02    1.79e-02    1.1e-06
 660400      2.84e-02    3.07e-02      8.57e-04    6.11e-04      1.85e-02    2.05e-02    1.1e-06
 660600      3.06e-02    3.03e-02      4.77e-04    3.49e-04      2.07e-02    2.05e-02    1.1e-06
 660800      2.38e-02    2.89e-02      2.36e-04    4.32e-04      1.62e-02    1.95e-02    1.1e-06
 661000      2.90e-02    3.42e-02      1.10e-05    3.59e-04      1.98e-02    2.32e-02    1.1e-06
 661200      2.52e-02    3.21e-02      1.89e-04    1.47e-04      1.72e-02    2.19e-02    1.1e-06
 661400      3.27e-02    3.28e-02      2.19e-04    4.59e-04      2.23e-02    2.22e-02    1.1e-06
 661600      3.05e-02    3.10e-02      3.35e-04    1.51e-04      2.07e-02    2.11e-02    1.1e-06
 661800      2.65e-02    2.98e-02      2.93e-04    1.16e-04      1.80e-02    2.03e-02    1.1e-06
 662000      2.80e-02    3.70e-02      2.87e-04    1.60e-04      1.90e-02    2.53e-02    1.1e-06
 662200      2.19e-02    3.45e-02      2.10e-04    3.59e-04      1.49e-02    2.34e-02    1.1e-06
 662400      2.56e-02    3.69e-02      3.95e-04    1.66e-05      1.73e-02    2.52e-02    1.1e-06
 662600      2.74e-02    4.13e-02      3.27e-04    4.04e-04      1.86e-02    2.81e-02    1.1e-06
 662800      3.01e-02    3.28e-02      6.81e-05    1.96e-04      2.06e-02    2.24e-02    1.1e-06
 663000      3.64e-02    3.44e-02      5.85e-04    8.33e-05      2.46e-02    2.35e-02    1.1e-06
 663200      3.26e-02    3.55e-02      7.80e-05    5.26e-04      2.22e-02    2.40e-02    1.1e-06
 663400      2.55e-02    4.33e-02      9.78e-05    3.77e-04      1.74e-02    2.94e-02    1.1e-06
 663600      3.39e-02    4.15e-02      4.20e-04    1.84e-04      2.30e-02    2.83e-02    1.1e-06
 663800      3.98e-02    3.14e-02      1.48e-04    1.84e-04      2.72e-02    2.14e-02    1.1e-06
 664000      2.62e-02    1.73e-02      1.37e-04    1.91e-05      1.78e-02    1.18e-02    1.1e-06
 664200      2.66e-02    3.45e-02      4.85e-04    2.42e-04      1.79e-02    2.35e-02    1.1e-06
 664400      4.40e-02    3.97e-02      5.96e-04    5.54e-04      2.98e-02    2.68e-02    1.1e-06
 664600      3.30e-02    4.11e-02      3.79e-04    3.34e-05      2.24e-02    2.81e-02    1.1e-06
 664800      3.57e-02    2.86e-02      4.73e-05    6.67e-05      2.44e-02    1.95e-02    1.1e-06
 665000      2.94e-02    2.12e-02      2.34e-05    1.90e-04      2.04e-02    1.46e-02    1.1e-06
 665200      1.94e-02    2.55e-02      6.67e-04    1.42e-04      1.27e-02    1.76e-02    1.1e-06
 665400      3.55e-02    4.46e-02      3.08e-04    3.13e-04      2.45e-02    3.08e-02    1.1e-06
 665600      4.04e-02    2.61e-02      1.91e-04    1.69e-04      2.79e-02    1.81e-02    1.1e-06
 665800      2.88e-02    2.57e-02      6.43e-05    3.34e-04      1.99e-02    1.76e-02    1.1e-06
